longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-118.26,34.15,6,3340,945.0,2315,846,2.8884,1,0,0,0,0,252300
-118.26,34.15,18,2481,756.0,1763,675,2.8088,1,0,0,0,0,247500
-118.24,34.16,52,850,162.0,493,160,6.9408,1,0,0,0,0,298800
-118.24,34.15,20,2734,658.0,1562,607,3.3906,1,0,0,0,0,284100
-118.24,34.15,45,1235,271.0,499,263,3.1435,1,0,0,0,0,282600
-118.25,34.15,15,3712,1005.0,1888,890,3.6875,1,0,0,0,0,209600
-118.25,34.16,14,3700,945.0,1681,905,3.9054,1,0,0,0,0,200000
-118.24,34.15,17,5282,1605.0,4116,1574,3.052,1,0,0,0,0,209800
-118.24,34.15,19,4852,1465.0,3171,1332,2.5924,1,0,0,0,0,192900
-118.25,34.15,31,1238,338.0,605,331,2.8478,1,0,0,0,0,228100
-118.25,34.15,32,1377,444.0,768,422,2.2621,1,0,0,0,0,187500
-118.25,34.15,20,3960,1027.0,1729,978,3.0441,1,0,0,0,0,193800
-118.23,34.14,33,2865,864.0,2061,790,2.6268,1,0,0,0,0,201300
-118.24,34.14,20,3196,994.0,2929,983,3.0206,1,0,0,0,0,219500
-118.24,34.14,27,2909,1021.0,2614,935,2.1444,1,0,0,0,0,229000
-118.23,34.15,19,2294,716.0,1686,680,3.0288,1,0,0,0,0,258300
-118.23,34.14,25,2864,844.0,1745,803,2.9167,1,0,0,0,0,224300
-118.24,34.14,28,1843,554.0,1402,512,2.462,1,0,0,0,0,254000
-118.24,34.14,36,1813,560.0,1501,544,1.9125,1,0,0,0,0,238000
-118.24,34.13,37,1644,395.0,959,383,3.3636,1,0,0,0,0,257700
-118.24,34.13,45,2170,401.0,1043,394,5.6921,1,0,0,0,0,269000
-118.24,34.15,7,2063,670.0,1892,643,1.7301,1,0,0,0,0,202300
-118.24,34.14,9,4877,1488.0,4486,1458,2.4421,1,0,0,0,0,222100
-118.25,34.14,30,1615,570.0,1245,544,1.8929,1,0,0,0,0,196900
-118.25,34.14,37,584,260.0,552,235,1.8235,1,0,0,0,0,275000
-118.25,34.15,13,1107,479.0,616,443,0.8185,1,0,0,0,0,187500
-118.26,34.14,51,902,320.0,650,334,1.5417,1,0,0,0,0,268800
-118.26,34.14,29,3431,1222.0,4094,1205,2.2614,1,0,0,0,0,248100
-118.27,34.14,10,1060,332.0,1025,288,3.0074,1,0,0,0,0,175000
-118.26,34.14,6,1727,506.0,1200,439,4.1083,1,0,0,0,0,210700
-118.27,34.15,7,2837,776.0,2287,736,3.008,1,0,0,0,0,229000
-118.26,34.13,25,3208,1111.0,2843,1005,2.6673,1,0,0,0,0,218100
-118.26,34.13,37,1383,470.0,1185,451,2.5,1,0,0,0,0,207100
-118.26,34.13,37,196,74.0,194,68,1.2188,1,0,0,0,0,218800
-118.26,34.14,23,1336,396.0,1255,359,2.5388,1,0,0,0,0,205000
-118.25,34.14,13,3487,1131.0,3749,1072,2.1602,1,0,0,0,0,221900
-118.25,34.14,25,5980,1856.0,5217,1772,2.506,1,0,0,0,0,184500
-118.25,34.13,22,2340,773.0,2226,754,2.5417,1,0,0,0,0,217500
-118.24,34.13,45,1971,439.0,1245,430,4.0272,1,0,0,0,0,260500
-118.25,34.13,52,322,88.0,229,89,2.125,1,0,0,0,0,243800
-118.25,34.13,36,2946,1025.0,2542,912,2.2244,1,0,0,0,0,255900
-118.25,34.12,21,739,265.0,861,246,2.4856,1,0,0,0,0,181300
-118.31,34.22,27,7714,1132.0,3199,1100,7.1262,1,0,0,0,0,446200
-118.33,34.21,31,3190,489.0,1362,480,6.981,1,0,0,0,0,402900
-118.34,34.21,36,1834,316.0,864,309,4.7885,1,0,0,0,0,302200
-118.29,34.18,36,3120,620.0,1441,612,3.9041,1,0,0,0,0,320400
-118.3,34.19,14,3615,913.0,1924,852,3.5083,1,0,0,0,0,280900
-118.3,34.19,52,1704,277.0,746,262,4.7986,1,0,0,0,0,326100
-118.3,34.19,51,1502,243.0,586,231,4.375,1,0,0,0,0,332400
-118.31,34.19,27,4713,1169.0,2372,1077,3.7015,1,0,0,0,0,287900
-118.3,34.19,52,2962,468.0,1364,466,4.9042,1,0,0,0,0,343500
-118.31,34.2,36,1692,263.0,778,278,5.0865,1,0,0,0,0,349600
-118.32,34.2,36,2110,346.0,984,342,6.9909,1,0,0,0,0,345300
-118.32,34.2,36,759,136.0,372,135,4.9886,1,0,0,0,0,328900
-118.32,34.2,36,1978,337.0,834,311,3.9866,1,0,0,0,0,294400
-118.33,34.2,43,1325,254.0,613,248,3.6071,1,0,0,0,0,289000
-118.33,34.2,43,2322,418.0,1106,433,4.3631,1,0,0,0,0,284600
-118.34,34.2,41,2860,682.0,1516,621,3.0431,1,0,0,0,0,262900
-118.34,34.19,41,1524,393.0,1176,375,2.875,1,0,0,0,0,192400
-118.36,34.2,14,1878,614.0,1874,559,2.5267,1,0,0,0,0,231800
-118.32,34.2,29,2209,444.0,952,403,4.375,1,0,0,0,0,341200
-118.32,34.19,37,1335,249.0,485,240,4.1731,1,0,0,0,0,352100
-118.32,34.19,37,1519,331.0,613,315,3.0179,1,0,0,0,0,272500
-118.31,34.19,42,724,149.0,420,150,3.0625,1,0,0,0,0,361700
-118.32,34.19,37,589,119.0,375,122,3.3897,1,0,0,0,0,222700
-118.33,34.2,23,7179,1985.0,4757,1924,3.1051,1,0,0,0,0,206500
-118.3,34.18,13,7174,1997.0,4293,1872,3.0973,1,0,0,0,0,251900
-118.3,34.17,37,350,115.0,342,111,3.0687,1,0,0,0,0,200000
-118.3,34.18,5,5492,1549.0,2997,1405,3.3205,1,0,0,0,0,172100
-118.31,34.18,11,3112,890.0,1700,851,3.1587,1,0,0,0,0,181300
-118.31,34.19,13,3801,1116.0,1986,1078,2.0875,1,0,0,0,0,222700
-118.32,34.18,49,192,41.0,83,38,3.0179,1,0,0,0,0,118800
-118.32,34.18,44,1594,389.0,832,340,3.4,1,0,0,0,0,212100
-118.32,34.17,39,1995,564.0,1202,544,3.5875,1,0,0,0,0,250000
-118.32,34.17,47,2589,465.0,1284,485,5.1008,1,0,0,0,0,247100
-118.33,34.17,48,2584,483.0,1118,459,4.2396,1,0,0,0,0,245100
-118.33,34.19,46,2115,463.0,1133,439,3.7344,1,0,0,0,0,222000
-118.33,34.18,45,2570,517.0,1256,510,4.6898,1,0,0,0,0,226000
-118.33,34.19,45,1505,347.0,799,319,3.138,1,0,0,0,0,217000
-118.34,34.19,48,814,165.0,490,176,3.1406,1,0,0,0,0,223100
-118.33,34.18,45,1552,315.0,785,316,3.7411,1,0,0,0,0,235500
-118.33,34.18,49,1969,377.0,977,367,3.8462,1,0,0,0,0,231300
-118.33,34.18,48,2122,385.0,926,362,5.6975,1,0,0,0,0,231400
-118.34,34.19,43,1029,252.0,613,255,2.6827,1,0,0,0,0,219900
-118.34,34.19,47,1721,343.0,834,334,4.1923,1,0,0,0,0,231200
-118.34,34.18,45,3046,633.0,1448,599,3.24,1,0,0,0,0,226900
-118.34,34.18,46,1393,301.0,714,295,2.8125,1,0,0,0,0,229900
-118.35,34.19,45,903,190.0,557,204,4.0313,1,0,0,0,0,209100
-118.36,34.19,46,1676,322.0,846,295,5.1814,1,0,0,0,0,209500
-118.35,34.18,46,2711,491.0,1277,490,4.282,1,0,0,0,0,224700
-118.35,34.18,46,1840,379.0,866,360,3.3056,1,0,0,0,0,230400
-118.35,34.17,44,2572,613.0,1280,570,3.5583,1,0,0,0,0,232000
-118.35,34.17,47,858,170.0,365,171,2.0385,1,0,0,0,0,225000
-118.35,34.17,42,1604,326.0,814,329,4.4408,1,0,0,0,0,216000
-118.36,34.17,46,1268,240.0,661,239,4.0742,1,0,0,0,0,229100
-118.34,34.18,45,1328,290.0,720,289,3.875,1,0,0,0,0,226900
-118.34,34.18,45,3566,701.0,1601,653,3.8668,1,0,0,0,0,232000
-118.34,34.17,49,3033,580.0,1284,561,4.1161,1,0,0,0,0,232500
-118.35,34.16,42,2267,478.0,1083,458,3.2015,1,0,0,0,0,250000
-118.35,34.16,45,1390,281.0,538,270,4.2212,1,0,0,0,0,293800
-118.35,34.16,49,1305,228.0,584,255,5.636,1,0,0,0,0,267900
-118.33,34.17,44,1934,375.0,750,365,2.473,1,0,0,0,0,251800
-118.33,34.16,37,2381,575.0,1235,499,3.7941,1,0,0,0,0,247800
-118.34,34.17,46,1718,344.0,756,343,3.2125,1,0,0,0,0,247000
-118.34,34.17,52,1133,212.0,545,222,4.875,1,0,0,0,0,249500
-118.34,34.16,44,1717,391.0,848,353,3.6111,1,0,0,0,0,254500
-118.34,34.16,46,1396,294.0,608,246,3.692,1,0,0,0,0,244500
-118.33,34.16,44,2705,649.0,1676,654,3.4286,1,0,0,0,0,247900
-118.33,34.15,39,493,168.0,259,138,2.3667,1,0,0,0,0,17500
-118.33,34.15,44,1321,303.0,471,301,4.2679,1,0,0,0,0,331800
-118.34,34.15,40,3068,756.0,1190,695,3.5637,1,0,0,0,0,497400
-118.34,34.15,16,1586,377.0,625,344,4.0893,1,0,0,0,0,450000
-118.34,34.16,25,6082,1763.0,2616,1644,3.6486,1,0,0,0,0,246900
-118.32,34.17,45,3448,690.0,1562,643,4.0648,1,0,0,0,0,258800
-118.31,34.16,38,2347,665.0,1317,547,3.2112,1,0,0,0,0,349300
-118.32,34.16,49,1074,170.0,403,208,6.2547,1,0,0,0,0,366700
-118.32,34.17,40,1868,356.0,799,403,2.9306,1,0,0,0,0,279300
-118.33,34.16,23,1359,428.0,770,380,3.4016,1,0,0,0,0,234600
-118.32,34.16,46,2345,453.0,1031,427,4.3173,1,0,0,0,0,278300
-118.3,34.17,16,1353,398.0,1211,357,3.1551,1,0,0,0,0,205000
-118.31,34.16,37,2144,446.0,860,435,3.9464,1,0,0,0,0,315000
-118.31,34.17,12,3188,931.0,2118,850,3.1823,1,0,0,0,0,218300
-118.31,34.17,24,2910,917.0,2522,873,2.4074,1,0,0,0,0,219400
-118.43,34.3,33,2443,498.0,1601,484,4.0223,1,0,0,0,0,146000
-118.43,34.3,37,1394,313.0,1111,327,3.6023,1,0,0,0,0,161800
-118.43,34.29,39,1769,410.0,1499,390,3.1212,1,0,0,0,0,153500
-118.42,34.29,34,1489,326.0,1389,313,3.4821,1,0,0,0,0,160300
-118.43,34.3,28,271,61.0,246,62,1.7062,1,0,0,0,0,164600
-118.44,34.29,35,2606,447.0,1555,404,4.6864,1,0,0,0,0,193800
-118.43,34.29,38,1704,347.0,1384,374,2.865,1,0,0,0,0,155500
-118.43,34.29,38,1237,298.0,1073,293,3.6726,1,0,0,0,0,154600
-118.43,34.29,50,1181,265.0,1196,269,3.2095,1,0,0,0,0,167000
-118.43,34.28,27,862,280.0,1243,267,2.3724,1,0,0,0,0,154200
-118.44,34.29,32,1260,382.0,1434,342,2.0286,1,0,0,0,0,122900
-118.44,34.29,30,1632,401.0,1357,401,3.1588,1,0,0,0,0,160100
-118.45,34.29,30,762,228.0,840,226,2.3375,1,0,0,0,0,154200
-118.44,34.28,32,527,146.0,582,143,1.7708,1,0,0,0,0,138800
-118.44,34.28,46,11,11.0,24,13,2.875,1,0,0,0,0,162500
-118.44,34.28,37,944,244.0,1107,235,1.9688,1,0,0,0,0,144100
-118.44,34.28,47,843,194.0,800,180,3.3687,1,0,0,0,0,151700
-118.44,34.28,38,1156,305.0,1359,289,2.5147,1,0,0,0,0,137100
-118.45,34.28,36,2602,638.0,2780,620,2.7155,1,0,0,0,0,149800
-117.71,34.15,17,17715,2370.0,7665,2312,7.9068,0,1,0,0,0,349100
-117.73,34.12,26,1279,163.0,412,157,6.1731,0,1,0,0,0,293800
-117.78,34.13,18,7798,1161.0,3710,1227,5.8819,0,1,0,0,0,260500
-117.76,34.13,8,16759,2274.0,7249,2156,7.4837,0,1,0,0,0,358700
-117.8,34.15,14,7876,1253.0,3699,1162,5.5423,0,1,0,0,0,248700
-117.8,34.11,25,5039,821.0,2654,802,4.7969,0,1,0,0,0,211700
-117.8,34.1,17,5153,1164.0,2949,1083,3.5603,0,1,0,0,0,174600
-117.8,34.1,13,2996,495.0,1187,464,6.2456,0,1,0,0,0,161700
-117.79,34.12,16,2426,426.0,1319,446,4.8125,0,1,0,0,0,224500
-117.79,34.11,18,3814,721.0,1881,692,4.4722,0,1,0,0,0,215600
-117.83,34.14,26,8254,1153.0,3460,1131,6.5253,0,1,0,0,0,349900
-117.83,34.15,20,2421,306.0,1023,298,8.0683,0,1,0,0,0,451500
-117.82,34.13,27,3770,573.0,1606,562,6.1321,0,1,0,0,0,309700
-117.84,34.13,26,3773,694.0,2103,688,4.6937,0,1,0,0,0,198000
-117.87,34.15,24,5745,735.0,2061,679,8.2827,0,1,0,0,0,451400
-117.93,34.15,14,9610,2005.0,4723,1907,4.0393,0,1,0,0,0,156800
-117.9,34.15,21,2056,461.0,1332,429,3.3942,0,1,0,0,0,212800
-117.9,34.14,29,2240,457.0,1187,407,3.8365,1,0,0,0,0,184200
-117.9,34.14,35,2259,505.0,1561,509,3.3043,1,0,0,0,0,155500
-117.91,34.14,42,2225,485.0,1544,464,2.2442,0,1,0,0,0,166700
-117.89,34.14,15,4644,967.0,2855,867,3.3654,1,0,0,0,0,222100
-117.88,34.14,23,2308,322.0,1001,317,7.5112,0,1,0,0,0,355500
-117.88,34.14,32,1764,365.0,924,329,3.875,0,1,0,0,0,186700
-117.88,34.13,33,3713,718.0,2106,720,4.0023,1,0,0,0,0,185500
-117.85,34.14,35,2899,429.0,1251,429,6.1049,0,1,0,0,0,297200
-117.85,34.14,35,1582,248.0,654,221,4.9091,0,1,0,0,0,275000
-117.86,34.14,33,2344,363.0,1098,359,6.2089,0,1,0,0,0,283400
-117.87,34.15,37,2655,415.0,1056,401,5.4224,0,1,0,0,0,269500
-117.86,34.14,36,3097,667.0,1484,634,3.1905,0,1,0,0,0,235300
-117.87,34.14,30,2495,586.0,1139,559,2.9375,0,1,0,0,0,209200
-117.85,34.13,31,1959,318.0,1021,303,4.3145,0,1,0,0,0,233000
-117.85,34.12,30,4367,1033.0,2524,954,3.0448,0,1,0,0,0,192100
-117.86,34.13,33,2383,428.0,1269,421,4.636,0,1,0,0,0,245500
-117.86,34.13,40,1304,280.0,607,256,2.588,0,1,0,0,0,209500
-117.86,34.13,29,630,145.0,378,148,3.4107,0,1,0,0,0,170800
-117.87,34.13,32,1741,373.0,872,333,3.4219,1,0,0,0,0,194500
-117.87,34.13,29,1677,413.0,873,400,3.12,1,0,0,0,0,194300
-117.82,34.12,26,3118,528.0,1546,545,5.27,0,1,0,0,0,209400
-117.84,34.12,25,3465,566.0,1722,536,4.8304,0,1,0,0,0,228900
-117.83,34.11,29,2671,437.0,1484,445,4.9844,0,1,0,0,0,203000
-117.84,34.11,17,3499,621.0,1911,621,4.8894,0,1,0,0,0,191700
-117.84,34.12,34,2026,345.0,1142,332,4.392,0,1,0,0,0,187600
-117.85,34.11,25,9255,1659.0,4944,1627,4.5708,0,1,0,0,0,223000
-117.81,34.08,13,18448,2474.0,7775,2397,7.7876,0,1,0,0,0,348900
-117.81,34.12,23,7063,1176.0,3100,1112,4.8229,0,1,0,0,0,192600
-117.81,34.11,21,3481,808.0,1866,746,3.6201,0,1,0,0,0,150400
-117.81,34.1,19,1935,399.0,1126,389,3.8929,0,1,0,0,0,144600
-117.83,34.1,18,11026,1978.0,5407,1923,4.075,0,1,0,0,0,231100
-117.76,34.1,28,4086,871.0,1973,853,2.621,0,1,0,0,0,202200
-117.78,34.09,32,2643,516.0,1862,478,3.7177,0,1,0,0,0,177200
-117.79,34.1,26,1664,344.0,1024,339,3.5192,0,1,0,0,0,190500
-117.76,34.12,16,9020,1509.0,3575,1486,4.2415,0,1,0,0,0,275700
-117.77,34.12,15,4260,770.0,2007,695,4.4609,0,1,0,0,0,230000
-117.76,34.11,22,4935,954.0,2874,938,3.9825,0,1,0,0,0,180500
-117.77,34.1,50,2388,494.0,1241,459,2.8818,0,1,0,0,0,167200
-117.77,34.11,28,1998,414.0,1124,389,3.75,0,1,0,0,0,180900
-117.78,34.11,23,7079,1381.0,3205,1327,3.0735,0,1,0,0,0,212300
-117.74,34.11,28,3494,566.0,1391,522,5.3637,0,1,0,0,0,214700
-117.75,34.12,25,5411,998.0,2243,1019,4.3148,0,1,0,0,0,240700
-117.74,34.1,26,2723,604.0,1847,498,2.6779,0,1,0,0,0,136000
-117.74,34.1,29,2742,488.0,2477,532,3.5072,0,1,0,0,0,121900
-117.75,34.1,21,8069,2174.0,4369,2036,3.2756,0,1,0,0,0,156800
-117.71,34.12,20,11250,1893.0,4952,1859,5.6785,0,1,0,0,0,239500
-117.73,34.12,26,6459,894.0,2487,885,6.2089,0,1,0,0,0,261800
-117.71,34.1,41,555,130.0,1492,123,2.2813,0,1,0,0,0,125000
-117.71,34.1,52,567,152.0,2688,126,1.875,0,1,0,0,0,212500
-117.72,34.1,52,2867,496.0,978,513,3.1477,0,1,0,0,0,291200
-117.72,34.1,32,3241,895.0,1592,810,2.4952,0,1,0,0,0,181800
-117.72,34.1,46,2477,458.0,1034,455,5.5,0,1,0,0,0,289700
-117.71,34.09,36,2637,476.0,1385,483,4.1739,0,1,0,0,0,158700
-117.71,34.08,26,2744,494.0,1411,465,4.2639,0,1,0,0,0,154200
-117.72,34.09,36,1473,328.0,785,299,3.2566,0,1,0,0,0,151800
-117.72,34.09,33,4979,934.0,2575,874,3.7958,0,1,0,0,0,152500
-117.73,34.09,30,2345,496.0,1897,454,2.4375,0,1,0,0,0,112100
-117.73,34.09,36,1543,297.0,1355,303,3.5313,0,1,0,0,0,117800
-117.73,34.08,33,1350,265.0,1251,257,2.9063,0,1,0,0,0,115200
-117.74,34.09,30,3199,591.0,2192,563,3.4871,0,1,0,0,0,136400
-117.75,34.08,33,2824,523.0,1797,493,3.6359,0,1,0,0,0,135100
-117.75,34.08,33,1067,194.0,600,201,4.0368,0,1,0,0,0,139100
-117.75,34.09,36,3094,556.0,1672,545,4.2143,0,1,0,0,0,146900
-117.76,34.08,37,2263,502.0,1677,522,2.9388,0,1,0,0,0,139200
-117.77,34.08,27,5929,932.0,2817,828,6.0434,0,1,0,0,0,214800
-117.77,34.07,36,2922,652.0,2392,629,2.8661,0,1,0,0,0,124000
-117.77,34.07,29,2976,662.0,2452,633,3.0638,0,1,0,0,0,113600
-117.75,34.07,52,1548,348.0,1131,343,2.63,0,1,0,0,0,127300
-117.76,34.07,51,1538,394.0,1173,388,2.3156,0,1,0,0,0,109800
-117.76,34.07,48,1157,247.0,677,218,2.8594,0,1,0,0,0,127200
-117.76,34.06,33,1831,486.0,1625,472,1.9937,0,1,0,0,0,103600
-117.76,34.06,47,508,108.0,384,86,1.9583,0,1,0,0,0,92600
-117.77,34.06,27,2178,629.0,2379,591,1.9766,0,1,0,0,0,108000
-117.78,34.07,18,3610,772.0,2899,765,3.9784,0,1,0,0,0,113500
-117.78,34.06,25,1712,491.0,1807,478,2.2258,0,1,0,0,0,114800
-117.79,34.07,33,1694,333.0,1689,301,3.7583,0,1,0,0,0,116300
-117.79,34.07,34,975,192.0,870,183,3.7933,0,1,0,0,0,116100
-117.78,34.06,33,1056,272.0,964,300,2.4464,0,1,0,0,0,128700
-117.78,34.05,39,2933,590.0,1886,550,3.9224,0,1,0,0,0,131300
-117.8,34.05,5,4536,1178.0,2485,909,4.1118,1,0,0,0,0,125900
-117.8,34.06,34,1081,205.0,1325,252,3.6298,0,1,0,0,0,108500
-117.82,34.05,21,4031,923.0,2558,834,3.1641,1,0,0,0,0,117300
-117.76,34.06,30,1700,504.0,1719,459,2.227,0,1,0,0,0,91900
-117.76,34.05,36,2910,819.0,3055,782,1.9029,0,1,0,0,0,98000
-117.75,34.05,35,1293,339.0,1494,312,1.6645,0,1,0,0,0,93300
-117.76,34.05,36,3839,1004.0,4711,942,2.3859,0,1,0,0,0,116200
-117.74,34.08,35,1613,298.0,911,293,3.4398,0,1,0,0,0,134300
-117.74,34.07,42,2504,553.0,1550,509,3.0294,0,1,0,0,0,135700
-117.74,34.06,48,2438,599.0,1508,548,2.8983,0,1,0,0,0,129200
-117.74,34.07,52,1868,316.0,947,328,4.2415,0,1,0,0,0,140100
-117.75,34.07,52,1279,213.0,444,204,5.2269,0,1,0,0,0,161000
-117.75,34.07,52,2550,586.0,1246,576,1.6006,0,1,0,0,0,146200
-117.72,34.08,34,2742,491.0,1761,496,3.2481,0,1,0,0,0,128800
-117.72,34.07,33,4100,740.0,2580,730,3.7321,0,1,0,0,0,134200
-117.73,34.08,28,5173,1069.0,3502,954,3.8438,0,1,0,0,0,130800
-117.73,34.07,34,4038,725.0,2716,759,4.1339,0,1,0,0,0,135000
-117.72,34.06,32,2209,654.0,1718,569,1.9643,0,1,0,0,0,113200
-117.73,34.06,34,344,108.0,315,119,3.1786,0,1,0,0,0,117800
-117.73,34.06,51,498,115.0,368,112,1.4063,0,1,0,0,0,98800
-117.73,34.07,33,1921,489.0,1430,467,2.3406,0,1,0,0,0,122600
-117.73,34.07,33,1025,261.0,854,269,2.2596,0,1,0,0,0,119400
-117.73,34.05,36,975,243.0,809,233,2.8929,0,1,0,0,0,118100
-117.73,34.05,28,2758,771.0,2877,694,2.0734,0,1,0,0,0,113300
-117.74,34.05,30,1185,317.0,1466,302,2.625,0,1,0,0,0,94300
-117.74,34.05,29,2452,700.0,3029,665,2.1354,0,1,0,0,0,110700
-117.74,34.05,27,852,237.0,1024,221,2.1141,0,1,0,0,0,110900
-117.75,34.05,46,1480,358.0,1511,348,1.9718,0,1,0,0,0,110600
-117.73,34.04,26,3827,814.0,3367,810,3.15,0,1,0,0,0,129700
-117.73,34.03,42,1967,378.0,1459,348,3.0375,0,1,0,0,0,118100
-117.74,34.02,33,2318,464.0,1904,451,3.7454,0,1,0,0,0,116400
-117.74,34.04,27,2215,440.0,1987,449,3.0429,0,1,0,0,0,129600
-117.74,34.03,27,3623,809.0,3712,754,3.4609,0,1,0,0,0,123300
-117.75,34.04,22,2948,636.0,2600,602,3.125,0,1,0,0,0,113600
-117.76,34.04,36,2242,448.0,2052,447,3.4464,0,1,0,0,0,113000
-117.85,34.0,26,2712,402.0,1389,377,5.6513,1,0,0,0,0,227900
-117.86,33.99,10,17820,2812.0,8686,2666,6.3875,1,0,0,0,0,310700
-117.8,34.03,25,4240,643.0,1885,637,6.2384,1,0,0,0,0,247600
-117.78,34.03,8,32054,5290.0,15507,5050,6.0191,1,0,0,0,0,253900
-117.83,34.01,16,9446,1650.0,4911,1534,5.0111,1,0,0,0,0,212900
-117.8,34.02,23,3351,591.0,1535,522,5.0869,1,0,0,0,0,230600
-117.81,34.01,12,9197,1642.0,4332,1554,4.9589,1,0,0,0,0,282100
-117.79,34.02,5,18690,2862.0,9427,2777,6.4266,1,0,0,0,0,315600
-117.84,34.0,26,797,117.0,383,114,6.8758,1,0,0,0,0,253800
-117.83,33.99,14,17527,2751.0,8380,2676,6.2734,1,0,0,0,0,267000
-117.84,33.98,26,3638,557.0,1993,593,6.1076,1,0,0,0,0,221200
-117.83,33.97,11,21533,3078.0,9671,2890,7.0329,1,0,0,0,0,368300
-117.87,34.04,7,27700,4179.0,15037,4072,6.6288,1,0,0,0,0,339700
-117.86,34.02,19,6300,937.0,3671,943,5.9716,1,0,0,0,0,262100
-117.87,34.02,16,3552,575.0,2120,573,6.4333,1,0,0,0,0,271500
-117.84,34.04,4,9959,1544.0,4904,1429,6.9754,1,0,0,0,0,402500
-117.85,34.06,24,3128,497.0,1406,472,7.5286,1,0,0,0,0,462700
-117.85,34.08,23,1160,166.0,467,178,8.105,1,0,0,0,0,386200
-117.85,34.07,32,761,101.0,295,95,11.1077,1,0,0,0,0,500001
-117.86,34.08,31,2524,349.0,1003,343,7.5196,1,0,0,0,0,380900
-117.87,34.08,33,4518,716.0,2037,764,5.6015,1,0,0,0,0,267200
-117.87,34.07,21,4723,882.0,2210,768,3.8167,1,0,0,0,0,258700
-117.85,34.1,22,5179,944.0,2315,884,4.51,1,0,0,0,0,189900
-117.86,34.09,29,3855,585.0,2205,609,5.5496,1,0,0,0,0,218200
-117.85,34.09,16,4556,639.0,2066,651,6.4667,1,0,0,0,0,263900
-117.86,34.09,26,3408,542.0,1664,543,6.1498,1,0,0,0,0,239100
-117.87,34.1,25,2208,477.0,1084,424,3.775,1,0,0,0,0,191700
-117.87,34.09,31,1484,327.0,927,317,3.6484,1,0,0,0,0,189600
-117.88,34.1,32,3357,621.0,1696,604,4.2685,1,0,0,0,0,216600
-117.89,34.09,36,1811,320.0,1005,332,5.5629,1,0,0,0,0,188300
-117.87,34.09,36,1267,191.0,640,200,5.2405,1,0,0,0,0,220000
-117.87,34.08,33,3630,800.0,2257,796,3.2469,1,0,0,0,0,206900
-117.88,34.09,29,3416,790.0,2223,728,3.5109,1,0,0,0,0,186000
-117.86,34.1,23,2535,490.0,1327,466,3.5977,1,0,0,0,0,180600
-117.86,34.1,29,1185,197.0,588,196,5.0832,1,0,0,0,0,196900
-117.87,34.1,15,6409,1363.0,3359,1267,3.875,1,0,0,0,0,173300
-117.84,34.1,17,7836,1624.0,4419,1526,3.8465,1,0,0,0,0,180700
-117.85,34.11,27,1748,403.0,985,416,3.1133,0,1,0,0,0,180600
-117.87,34.12,33,2059,361.0,1073,339,4.2454,1,0,0,0,0,183800
-117.88,34.12,33,1485,274.0,1006,258,5.1708,1,0,0,0,0,158500
-117.88,34.12,34,912,165.0,522,150,4.0417,1,0,0,0,0,178000
-117.87,34.12,34,1004,220.0,772,217,3.8571,1,0,0,0,0,174500
-117.87,34.11,23,4066,819.0,2105,737,4.6556,1,0,0,0,0,199600
-117.87,34.11,34,1324,211.0,799,228,4.5234,1,0,0,0,0,192200
-117.88,34.11,30,3082,602.0,2008,619,4.1411,1,0,0,0,0,182700
-117.89,34.12,35,1470,241.0,885,246,4.9239,1,0,0,0,0,168800
-117.88,34.12,35,1574,276.0,1088,289,4.0938,1,0,0,0,0,165300
-117.89,34.11,36,806,147.0,446,153,4.5221,1,0,0,0,0,151300
-117.88,34.11,18,2923,670.0,1751,656,3.2383,1,0,0,0,0,157000
-117.89,34.12,35,1447,272.0,1224,268,3.9934,1,0,0,0,0,141900
-117.89,34.12,35,1566,321.0,1396,317,4.05,1,0,0,0,0,141300
-117.89,34.11,27,2434,535.0,1623,498,3.6875,1,0,0,0,0,140200
-117.9,34.11,37,1286,255.0,1047,249,4.2019,1,0,0,0,0,140100
-117.88,34.13,25,2559,654.0,1674,623,2.8547,1,0,0,0,0,155600
-117.88,34.12,36,2029,351.0,1327,364,4.1836,1,0,0,0,0,164300
-117.89,34.13,34,2159,386.0,1443,385,4.1995,1,0,0,0,0,147400
-117.9,34.13,25,3076,856.0,2868,752,2.6619,1,0,0,0,0,117600
-117.9,34.13,32,1640,391.0,1312,358,2.6292,1,0,0,0,0,136100
-117.9,34.13,5,1126,316.0,819,311,1.5,1,0,0,0,0,139800
-117.9,34.13,37,1801,422.0,1564,425,3.1597,1,0,0,0,0,133000
-117.9,34.12,33,1788,456.0,1787,361,2.6629,1,0,0,0,0,124100
-117.9,34.12,33,1555,361.0,1571,386,4.0529,1,0,0,0,0,138200
-117.9,34.12,35,957,194.0,804,221,3.3322,1,0,0,0,0,151400
-117.91,34.13,34,1540,328.0,1037,317,2.2132,1,0,0,0,0,138500
-117.92,34.13,42,1762,398.0,1526,365,2.8643,0,1,0,0,0,132600
-117.91,34.12,41,2673,578.0,2259,592,3.7846,1,0,0,0,0,145500
-117.91,34.12,33,1391,309.0,1038,298,4.1944,1,0,0,0,0,149500
